bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
zawolze01,Zeke,Robert,Michael,Zawoluk,,,,"Bob, Zeke",F-C,0,0,79,215,St. John's (NY),,10/13/1930,Brooklyn,NY,USA,St. Francis Prep,Brooklyn,NY,USA,1/9/2007,W
zelleda01,Dave,David,A.,Zeller,,,,Dave,G,0,0,73,175,Miami (OH),,6/8/1939,Springfield,OH,USA,Tecumseh,New Carlisle,OH,USA,0000-00-00,W
zenoto01,Tony,Anthony,Michael,Zeno,,,,Tony,F,0,0,80,210,Arizona State,,10/1/1957,New Orleans,LA,USA,Washington,Los Angeles,CA,USA,0000-00-00,B
zidekge01,George,Jiri,,Zidek,,,,George,C,0,0,84,250,UCLA,,8/2/1973,Zlin,,TCH,Arabska Secondary,Arabska,,TCH,0000-00-00,W
zopfbi01,Bill,William,Charles,Zopf,,,Jr.,"Bill, Zip",G,0,0,73,170,Duquesne,,6/7/1948,,,,Monaca Senior,Monaca,PA,USA,0000-00-00,W
zunicma01,Matt,Matthew,,Zunic,,,,"Matt, Mad Matt",G-F,0,0,75,195,George Washington,,12/19/1919,Renton,PA,USA,New Kensington?,New Kensington,PA,USA,12/15/2006,W
afflaar01,Arron,Arron,Agustin,Afflalo,,,,,G,0,0,77,215,UCLA,,10/15/1985,Los Angeles,CA,USA,Centennial,Compton,CA,USA,0000-00-00,B
ajincal01,Alexis,Alexis,,Ajinca,,,,,C,0,0,84,220,none,,5/6/1988,Saint-Etienne,,FRA,INSEP,Paris,,FRA,0000-00-00,B
alexajo01,Joe,Joe,Anthony,Alexander,,,,,F,0,0,80,230,West Virginia,,12/26/1986,Koushoung,,TAI,Linganore / Hargrave Military Academy,Frederick / Chatham,MD / VA,USA,0000-00-00,W
allenbi01,Bill,Bill,,Allen,,,,,C-F,0,0,80,205,New Mexico State,,0000-00-00,,,,,,,,0000-00-00,B
allenre01,,Bill,,Allen,,,,Red,G,0,0,73,180,St. John's (NY),,0000-00-00,,,,,,,,0000-00-00,W
anderan02,Antonio,Antonio,Andres,Anderson,,,,,G,0,0,78,215,Memphis ,,6/5/1985,Lynn,MA,USA,Laurinburg Prep /Maine Cent/Lynn Vocl / Lynn English,Laurinburg/Pittsfield/Lynn/Lynn,NC/ME/MA/MA,USA,0000-00-00,B
anderda03,David,David,Emil,Andersen,,,,,C,0,0,83,245,Australian Institute of Sport,,6/23/1980,Carlton,,AUS,,,,,0000-00-00,W
anderry01,Ryan,Ryan,James,Anderson,,,,,F,0,0,82,240,California,,5/6/1988,Sacramento,CA,USA,Oak Ridge,El Dorado Hills,CA,USA,0000-00-00,W
anthojo01,Joel,Joel,Vincent,Anthony,,,,,C,0,0,81,245,UNLV,Pensacola JC,8/9/1982,Montreal,QU,CAN,Dawson Prep / Selwyn House School,Montreal,QU,CAN,0000-00-00,B
armstbo02,,Bob,,Armstrong,,,,,F,0,0,73,180,Glenville State,,0000-00-00,,,,,,,,0000-00-00,W
arthuda01,Darrell,Darrell,Antwonne,Arthur ,,,,,F,0,0,81,225,Kansas ,,3/25/1988,Dallas,TX,USA,South Oak Cliff,Dallas,TX,USA,0000-00-00,B
barnhle01,Leo,Leo,A.,Barnhorst,,,,Barney,F-G,0,0,76,190,Notre Dame,,5/17/1924,Beech Grove,IN,USA,Cathedral,Indianapolis,IN,USA,8/25/2000,W
barrjo01,John,John,E.,Barr,,,,Johnny,F,0,0,75,205,Penn State,,8/8/1918,,,,Shamokin,Shamokin,PA,USA,7/1/2002,W
batumni01,Nicolas,Nicolas,,Batum,,,,,F-G,0,0,80,200,none,,12/14/1988,Lisieux,,FRA,,,,,0000-00-00,B
bayleje01,Jerryd,Jerryd,Andrew,Bayless,,,,,G,0,0,75,200,Arizona ,,8/20/1988,Phoenix,AZ,USA,St. Mary's,Phoenix,AZ,USA,0000-00-00,B
beaslmi01,Michael,Michael,Paul,Beasley,,,,,F,0,0,82,245,Kansas State,,1/9/1989,Frederick,MD,USA,Natl Christian Acad /Riverdale Baptist/Oak Hill/ N.D. Prep,Ft. Washington/Upper Marlboro/Mo Wilson/Fitchburg,MD/MD/VA/MA,USA,0000-00-00,B
beaubro01,Rodrigue,Rodrigue,,Beaubois,,,,,G,0,0,72,170,none,,2/24/1988,"Point-a-Pitre, Guadeloupe",,FRA,,,,,0000-00-00,B
belinma01,Marco,Marco,Stefano,Belinelli,,,,Beli,G,0,0,77,192,none,,3/25/1986,San Giovanni Persiceto,,ITA,,,,,0000-00-00,W
billili01,Lionel,Lionel,,Billingy,,,,Big Train,F-C,0,0,81,215,Duquesne,,8/31/1952,,,,Our Savior Lutheran,Bronx,NY,USA,0000-00-00,B
birchpa01,Paul,Paul,,Birch,,,,Polly,F-G-C,0,0,73,190,Duquesne,,1/4/1910,Homestead,PA,USA,Homestead,Homestead,PA,USA,6/5/1982,W
biyombi01,Bismack,Bismack,,Biyombo Sumba,,,,,F,0,0,81,229,none,,8/28/1992,Lumbumbashi,,CON,,,,,0000-00-00,B
blairde01,DeJuan,DeJuan,Lamont,Blair,,,,,F,0,0,79,265,Pittsburgh,,4/22/1989,Pittsburgh,PA,USA,Schenley,Pittsburgh,PA,USA,0000-00-00,B
breweco01,Corey,Corey,Wayne,Brewer,,,,The Drunken Dribbler,G-F,0,0,81,185,Florida,,3/5/1986,Portland,TN,USA,Portland,Portland,TN,USA,0000-00-00,B
brookaa01,Aaron,Aaron,Jamal,Brooks,,,,,G,0,0,72,160,Oregon,,1/14/1985,Seattle,WA,USA,Franklin  ,Seattle,WA,USA,0000-00-00,B
brookcl01,Clarence,Clarence,,Brookins,,,,,F,0,0,76,190,Temple,,0000-00-00,(ht) Philadelphia,PA,USA,John Bartram,Philadelphia,PA,USA,0000-00-00,B
brownbo03,,Bob,,Brown,,,,,F-C,0,0,79,0,Oklahoma,,0000-00-00,,,,,,,,0000-00-00,W
brownde04,Derrick,Derrick,Paul,Brown,,,,,,0,0,79,225,Xavier,,9/7/1987,Oakland,CA,USA,Chaminade-Julienne,Dayton,OH,USA,0000-00-00,B
budinch01,Chase,Chase,Andrew,Budinger,,,,,G-F,0,0,79,218,Arizona,,5/22/1988,Encinatas,CA,USA,La Costa Canyon,Carlsbad,CA,USA,0000-00-00,W
butleja01,Jackie,Jackie,,Butler,,,,,F-C,0,0,82,250,none,,3/10/1985,McComb,MS,USA,Coastal Christian / Laurinburg / McComb,Virginia Beach / Laurinburg / Mccomb,VA / NC / MS,USA,0000-00-00,B
bynuman01,Andrew,Andrew,,Bynum,,,,,C,0,0,84,285,none,,10/28/1987,Plainsboro,NJ,USA,St. Joseph / Solebury Prep,Metuchen / New Hope,NJ / PA,USA,0000-00-00,B
carrode01,DeMarre,DeMarre,LaEdrick,Carroll,,,,,F,0,0,80,212,Missouri,Vanderbilt,7/27/1986,Birmingham,AL,USA,John Carroll Catholic,Birmingham,AL,USA,0000-00-00,B
casspom01,Omri,Omri,,Casspi,,,,,F,0,0,81,211,none,,6/22/1988,Holon,,ISR,,,,,0000-00-00,W
chandwi01,Wilson,Wilson,Jamall,Chandler,,,,,F,0,0,80,220,DePaul,,5/10/1987,Benton Harbor,MI,USA,Benton Harbor,Benton Harbor,MI,USA,0000-00-00,B
chollle01,Leroy,Leroy,Patrick,Chollet,,,,,F,0,0,74,190,Canisius,Loyola (LA),3/5/1924,New Orleans,LA,USA,Holy Cross,New Orleans,LA,USA,6/10/1998,W
clarkea01,Earl,Earl,Rashad,Clark,,,,,F,0,0,82,226,Louisville,,1/17/1988,Plainfield,NJ,USA,Rahway,Rahway,NJ,USA,0000-00-00,B
collida01,Darren,Darren,Michael,Collison,,,,,G,0,0,72,160,UCLA,,8/23/1987,Rancho Cucamonga,CA,USA,Etiwanda,Rancho Cucamonga,CA,USA,0000-00-00,B
collish01,Sherron,Sherron,Marlon,Collins,,,,,G,0,0,71,205,Kansas,,5/18/1987,Chicago,IL,USA,Crane,Chicago,IL,USA,0000-00-00,B
cookda02,Daequan,Daequan,,Cook,,,,,G,0,0,77,205,Ohio State,,4/28/1987,Dayton,OH,USA,Dunbar,Dayton,OH,USA,0000-00-00,B
crittja01,Javaris,Javaris,Cortez,Crittenton,,,,,G,0,0,77,198,Georgia Tech,,12/31/1987,Atlanta,GA,USA,Southwest Atlanta Christian Academy,Atlanta,GA,USA,0000-00-00,B
cunnida01,Dante,Dante,,Cunningham,,,,,F,0,0,80,227,Villanova,,4/22/1987,Clinton,MD,USA,Potomac / St. John's,Silver Spring / Washington,MD / DC,USA,0000-00-00,B
curear01,Armand,Armand,Arthur,Cure,,,,,F,0,0,72,198,Rhode Island,,8/7/1919,New Bedford,MA,USA,New Bedford,New Bedford,MA,USA,11/28/2003,W
curryja01,JamesOn,JamesOn,,Curry,,,,,G,0,0,75,190,Oklahoma State,,1/7/1986,Pleasant Grove,NC,USA,Eastern Alamance,Mebane,NC,USA,0000-00-00,B
currymi01,Michael,Michael,Edward,Curry,,,,Mike,F-G,0,0,77,210,Georgia Southern,,8/22/1968,Anniston,AL,USA,Glenn Hills,Augusta,GA,USA,0000-00-00,B
dantlad01,Adrian,Adrian,Delano,Dantley,,,,A.D.,F-G,0,0,77,208,Notre Dame,,2/26/1955,Washington,DC,USA,DeMatha Catholic,Hyattsville,MD,USA,0000-00-00,B
daughma01,Mack,Mack,,Daughtry,,,,,G,0,0,75,175,Albany State (GA),,0000-00-00,,,,Nashville High & Elementary,Nashville,GA,USA,0000-00-00,B
davidje01,Jermareo,Jermareo,B.,Davidson,,,,,F,0,0,82,230,Alabama,,11/17/1984,Atlanta,GA,USA,Wheeler,Atlanta,GA,USA,0000-00-00,B
davisme02,,Mel,,Davis,,,,,,0,0,77,195,Tennessee State,,7/30/1937,,,,Dunbar,Chicago,IL,USA,0000-00-00,B
dawsoer01,Eric,Eric,,Dawson,,,,,F,0,0,81,250,Midwestern State,,7/7/1984,San Antonio,TX,USA,Sam Houston,San  Antonio,TX,USA,0000-00-00,B
dayeau01,Austin,Austin,Darren,Daye,,,,,F,0,0,82,200,Gonzaga,,6/5/1988,Irvine,CA,USA,Woodbridge,Irvine,CA,USA,0000-00-00,B
dehnehe01,Dutch,Henry,G.,Dehnert,,,,"Dutch, Red, Bob?",F,0,0,74.5,175,Columbia,St. John's (NY) ?,0000-00-00,,,,,,,,0000-00-00,W
derozde01,DeMar,DeMar,Darnell,DeRozan,,,,,G-F,0,0,79,220,USC,,8/7/1989,Compton,CA,USA,Compton,Compton,CA,USA,0000-00-00,B
dinneha01,Harry,Harry,,Dinnel,,,,,F-G,0,0,76,200,Pepperdine,El Camino JC,0000-00-00,Torrance,CA,USA,Mira Costa,Manhattan Beach,CA,USA,0000-00-00,W
diopde01,Desagana,Desagana,Ngagne,Diop,,,,,C,0,0,84,280,none,,1/30/1983,Dakar,,SEN,Oak Hill Academy,Mouth of Wilson,VA,USA,0000-00-00,B
diutefr01,Fred,Fred,Homer,Diute,,,,,G,0,0,75,210,St. Bonaventure,,6/9/1929,,,,Binghamton Central,Binghamton,NY,USA,7/19/2004,W
douglch01,Chris,Chris,,Douglas-Roberts,,,,,G,0,0,79,200,Memphis ,,1/8/1987,Detroit,MI,USA,Cass / Northwestern,Detroit,MI,USA,0000-00-00,B
douglto01,Toney,Toney,Bernard,Douglas,,,,,G,0,0,74,190,Florida State,,3/16/1986,Jonesboro,GA,USA,Jonesboro,Jonesboro,GA,USA,0000-00-00,B
dragigo01,Goran,Goran,,Dragic,,,,,G,0,0,76,180,none,,5/6/1986,Ljubljana,,YUG,,,,,0000-00-00,W
dudleja01,Jared,Jared,Anthony,Dudley,,,,Junkyard Dog,G-F,0,0,79,225,Boston College,,7/10/1985,San Diego,CA,USA,Horizon,San Diego,CA,USA,0000-00-00,B
dumasri01,Rich,Richard,,Dumas,,,,Rich,G,0,0,75,170,NE Oklahoma State,,0000-00-00,,,,Sumner,Kansas City,KS,USA,0000-00-00,B
duranke01,Kevin,Kevin,Wayne,Durant,,,,,F,0,0,81,215,Texas,,9/29/1988,Washington,DC,USA,Oak Hill Academy / Montrose Christian,Mouth of Wilson / Rockville,VA / MD,USA,0000-00-00,B
ellinwa01,Wayne,Wayne,Robert,Ellington,,,Jr.,,G,0,0,76,200,North Carolina,,10/29/1987,Wynnewood,PA,USA,The Episcopal Academy,Merion,PA,USA,0000-00-00,B
esposvi01,Vincenzo,Vincenzo,,Esposito,,,,El Diablo,G,0,0,75,198,none,,3/1/1969,Caserta,,ITA,,,,,0000-00-00,W
evansty01,Tyreke,Tyreke,Jamir,Evans,,,,,G,0,0,78,220,Memphis,,9/19/1989,Chester,PA,USA,American Christian,Aston,PA,USA,0000-00-00,B
feigege01,George,George,,Feigenbaum,,,,,G,0,0,73,185,Kentucky (DNP),LIU???,7/2/1928,,,,New Utrecht,Brooklyn,NY,USA,12/25/2000,W
fesenky01,Kyrylo,Kyrylo,,Fesenko,,,,,C,0,0,84,235,none,,12/24/1986,Dnepropetrovsk,,UKR,,,,,0000-00-00,W
flynnjo01,Jonny,Jonny,William,Flynn,,,,,G,0,0,72,185,Syracuse,,2/6/1989,Niagara Falls,NY,USA,Niagara Falls,Niagara Falls,NY,USA,0000-00-00,B
fordja01,Jake,Jake,,Ford,,,Jr.,,G,0,0,75,180,Maryland State,,4/29/1945,,,,Georgetown,Georgetown,SC,USA,5/19/1996,B
fortejo01,Joseph,Joseph,Xavier,Forte,,,,,G,0,0,75,192,North Carolina,,3/23/1981,Atlanta,GA,USA,Dematha Catholic,Hyattsville,MD,USA,0000-00-00,B
foyera01,Randy,Randy,,Foye,,,,,G,0,0,76,210,Villanova,,9/9/1983,Newark,NJ,USA,East Side,Newark,NJ,USA,0000-00-00,B
gaineel01,Elmer,Elmer,R.,Gainer,,,,,F-C,0,0,78,195,DePaul,,0000-00-00,,,,,,,,0000-00-00,W
gainesu01,Sundiata,Sundiata,Kofi,Gaines,,,,,G,0,0,73,195,Georgia,,8/18/1986,Jamaica,NY,USA,Archbishop Molloy,Briarwood,NY,USA,0000-00-00,B
gardnth01,Thomas,Thomas,Earl,Gardner,,,,,G,0,0,77,225,Missouri,,2/8/1985,Portland,OR,USA,Jefferson,Portland,OR,USA,0000-00-00,B
geeal01,Alonzo,Alonzo,Edward,Gee,,,,,G,0,0,78,220,Alabama,,5/29/1987,Riviera Beach,FL,USA,Dwyer,Palm Beach Gardens,FL,USA,0000-00-00,B
gibsota01,Taj,Taj,Jami,Gibson,,,,,F,0,0,81,225,USC,,6/24/1985,Brooklyn,NY,USA,Calvary Christian,San Fernando,CA,USA,0000-00-00,B
gildetr01,Trey,Trey,,Gilder,,,,,F,0,0,81,205,Northwestern State,,1/24/1985,Dallas,TX,USA,DeSoto,DeSoto,TX,USA,0000-00-00,B
gillege01,Gene,Gene,,Gillette,,,,,F,0,0,74,205,St. Mary's (CA),,0000-00-00,,,,,,,,0000-00-00,W
givenjo01,John,John,,Givens,,,Jr.,Johnny,G,0,0,72,170,Western Kentucky,,5/12/1926,McHenry,KY,USA,McHenry,McHenry,KY,USA,12/8/2009,W
gordoer01,Eric,Eric,,Gordon,,,Jr.,,G,0,0,75,222,Indiana,,12/25/1988,Indianapolis,IN,USA,North Central,Indianapolis,IN,USA,0000-00-00,B
gortama01,Marcin,Marcin,,Gortat,,,,,F-C,0,0,83,240,none,,2/17/1984,Lodz,,POL,,,,,0000-00-00,W
grayaa01,Aaron,Aaron,Michael,Gray,,,,,C,0,0,84,270,Pittsburgh ,,12/7/1984,Tarzana,CA,USA,Emmaus,Emmaus,PA,USA,0000-00-00,W
grayde01,Devin,Devin,Antoine,Gray,,,,,F,0,0,78,230,Clemson,,3/31/1972,Baltimore,MD,USA,St. Frances Academy,Baltimore,MD,USA,0000-00-00,B
greendo01,Donte,Donte,Dominic,Greene,,,,,F,0,0,83,226,Syracuse,,2/21/1988,Munich,,GER,Towson Catholic  ,Towson,MD,USA,0000-00-00,B
greenta01,Taurean,Taurean,,Green,,,,,G,0,0,72,177,Florida,,11/28/1986,Boca Raton,FL,USA,Lk Howell/Westminster/Pendleton/Card. Gibbons,Orlando/Ft. Lauderdale/Bradenton/Raleigh,FL/FL/FL/NC,USA,0000-00-00,B
griffbl01,Blake,Blake,Austin,Griffin,,,,,F,0,0,82,251,Oklahoma,,3/16/1989,Oklahoma City,OK,USA,Oklahoma Christian,Edmond,OK,USA,0000-00-00,B
griffta01,Taylor,Taylor,,Griffin,,,,,F,0,0,79,240,Oklahoma,,4/18/1986,Oklahoma City,OK,USA,Oklahoma Christian,Edmond,OK,USA,0000-00-00,B
haddaha01,Hamed,Hamed,,Haddadi,,,,,C,0,0,86,254,none,,5/19/1985,Ahvaz,,IRI,,,,,0000-00-00,W
hairsma01,Malik,Malik,Samory,Hairston,,,,,G,0,0,78,220,Oregon,,2/23/1987,Detroit,MI,USA,Renaissance,Detroit,MI,USA,0000-00-00,B
hamilst01,Steve,Steve,Absher,Hamilton,,,,,F-C,0,0,78,190,Morehead State,Purdue,11/30/1934,Columbia,KY,USA,Charlestown,Charlestown,IN,USA,12/2/1997,W
hansela01,Lars,Lars,,Hansen,,,,,C,0,0,82,225,Washington,,9/27/1954,Copenhagen,,DEN,Centennial Secondary,Coquitlam,BC,CAN,0000-00-00,W
hardeja01,James,James,Craig Hegi,Harden,,,,,G,0,0,77,220,Arizona State,,8/26/1989,Los Angeles,CA,USA,Artesia,Lakewood,CA,USA,0000-00-00,B
hardyda01,Darrell,Darrell,Gene,Hardy,,,,,F,0,0,79,220,Baylor,,0000-00-00,,,,Jefferson Davis,Houston,TX,USA,0000-00-00,W
harrejo01,Josh,Josh,Douglas,Harrellson,,,,,C,0,0,82,275,Kentucky,Southwestern Illinois,12/12/1989,St. Charles,MO,USA,St. Charles,St. Charles,MO,USA,0000-00-00,W
harribi01,Billy,Billy,,Harris,,,,The Kid,G,0,0,74,185,Northern Illinois,,11/21/1951,Chicago,IL,USA,Dunbar,Chicago,IL,USA,1/3/2010,B
hawessp01,Spencer,Spencer,Mason,Hawes,,,,,C,0,0,84,244,Washington,,4/28/1988,Seattle,WA,USA,Seattle Prep,Seattle,WA,USA,0000-00-00,W
hazenjo01,John,John,W.,Hazen,,,,,G,0,0,74,172,Indiana State,,3/2/1927,,,,South Bend Central,South Bend,IN,USA,10/21/1998,W
hendege02,Gerald,Jerome,McKinley,Henderson,,,Jr.,Gerald,,0,0,77,215,Duke,,12/9/1987,Caldwell,NJ,USA,The Episcopal Academy,Merion,PA,USA,0000-00-00,B
hibbero01,Roy,Roy,Denzil,Hibbert,,,,,C,0,0,86,278,Georgetown,,12/11/1986,Queens,NY,USA,Georgetown Prep,North Bethesda,MD,USA,0000-00-00,B
hillge01,George,George,Jesse,Hill,,,Jr.,,G,0,0,74,180,IUPUI,,5/4/1986,Indianapolis,IN,USA,Broad Ripple,Indianapolis,IN,USA,0000-00-00,B
hilljo01,Jordan,Jordan,Craig ,Hill,,,,,F,0,0,82,235,Arizona,,7/27/1987,Atlanta,GA,USA,The Patterson School,Lenoir,NC,USA,0000-00-00,B
hillst01,Steven,Steven,,Hill,,,,,C,0,0,84,245,Arkansas,,11/14/1985,Chanute,KS,USA,Branson,Branson,MO,USA,0000-00-00,W
hinriki01,Kirk,Kirk,James,Hinrich,,,,,G,0,0,75,190,Kansas,,1/2/1981,Sioux City,IA,USA,Sioux City West,Sioux City,IA,USA,0000-00-00,W
holidjr01,Jrue,Jrue,Randall,Holiday,,,,,G,0,0,75,180,UCLA,,6/12/1990,Chatsworth,CA,USA,Campbell Hall School,North Hollywood,CA,USA,0000-00-00,B
hoskewi01,Wilmer,Wilmer,Clemons,Hosket,,,,Bill,C,0,0,77,0,Ohio State,,2/19/1911,(ht) Dayton,OH,USA,Stivers,Dayton,OH,USA,12/29/1956,W
hudsole01,Lester,Lester,,Hudson,,,,,G,0,0,75,190,Tennessee-Martin,Southwest Tennessee Community College,8/7/1984,Memphis,TN,USA,Central,Memphis,TN,USA,0000-00-00,B
huntech01,Chris,Chris,,Hunter,,,,,F-C,0,0,83,240,Michigan,,7/7/1984,Gary,IN,USA,West Side,Gary,IN,USA,0000-00-00,B
ilicmi01,Mile,Mile,,Ilic,,,,,C,0,0,85,230,none,,6/2/1984,Tuzla,,BOS,,,,,0000-00-00,W
jacksce01,Cedric,Cedric,,Jackson,,,,,G,0,0,75,190,Cleveland State,,3/5/1986,Alamagordo,NM,USA,North Burlington,Columbus,NJ,USA,0000-00-00,B
jacksda01,Darnell,Darnell,Edred,Jackson,,,,,F,0,0,81,253,Kansas,,11/7/1985,Oklahoma City,OK,USA,Midwest City /Northwest Classen,Midwest City / Oklahoma City,OK,USA,0000-00-00,B
jacksma02,Marc,Marc,Anthony,Jackson,,,,,C,0,0,82,270,Temple,Virginia Commonwealth,1/6/1975,Philadelphia,PA,USA,Roman Catholic,Philadelphia,PA,USA,0000-00-00,B
jamesti01,Tim,Tim,O'Connor,James,,,,TJ,F,0,0,79,212,Miami (FL),,12/25/1976,Miami,FL,USA,Miami Northwestern,Miami,FL,USA,0000-00-00,B
jeffedo01,Dontell,Dontell,,Jefferson,,,,,G,0,0,77,195,Arkansas,Atlanta Metropolitan,12/15/1983,Lithonia,GA,USA,Stephenson,Stone Mountain,GA,USA,0000-00-00,B
jeffeot01,Othyus,Othyus,,Jeffers,,,,,G-F,0,0,77,200,Robert Morris,Illinois-Chicago/ Los Angeles Southwest,8/5/1985,Chicago,IL,USA,Hubbard,Chicago,IL,USA,0000-00-00,B
jennibr01,Brandon,Brandon,,Jennings,,,,,G,0,0,73,169,none,,9/23/1989,Compton,CA,USA,Oak Hill Academy / Dominguez,Mouth of Wilson / Compton,VA / CA,USA,0000-00-00,B
jetereu01,Eugene,Eugene,,Jeter,,,III,Pooh,G,0,0,71,175,Portland,,12/2/1983,Los Angeles,CA,USA,Junipero Serra,Gardena,CA,USA,0000-00-00,B
johnssp01,,Charles,,Johnson,,,,Splinter,F-C,0,0,75,190,Purdue,,0000-00-00,,,,Frankfort,Frankfort,IN,USA,0000-00-00,W
johnsgu01,Gus,Gus,,Johnson,,,Jr.,Honeycomb,F-C,0,0,77.5,230,Idaho,Akron/Boise JC,12/13/1935,Akron,OH,USA,Central Hower,Akron,OH,USA,4/29/1987,B
johnsha01,Harold,Harold,H.,Johnson,,,,,C,0,0,78,240,Indiana State,,1/30/1920,,,,,,,,9/17/1999,W
johnsha03,,Harold,,Johnson,,,,Hal,G-F,0,0,73,175,Kansas Wesleyan,,0000-00-00,,,,,,,,0000-00-00,W
johnsja01,James,James,Patrick,Johnson,,,,,F,0,0,81,245,Wake Forest,,2/20/1987,Cheyenne,WY,USA,East,Cheyenne,WY,USA,0000-00-00,B
joneswi03,Willie,Willie,,Jones,,,,Wil,G,0,0,72,165,American,,0000-00-00,,,,Dunbar,Washington,DC,USA,0000-00-00,B
karlco01,Coby,Coby,Joseph,Karl,,,,,G,0,0,77,215,Boise State,,3/6/1983,Mequon,WI,USA,Homestead,Mequon,WI,USA,0000-00-00,W
lafayol01,Oliver,Oliver,,Lafayette,,,,,G,0,0,74,190,Houston,Brown Mackie JC/Blinn JC,5/6/1984,Baton Rouge,LA,USA,Capitol ,Baton Rouge,LA,USA,0000-00-00,B
landrca01,Carl,Carl ,Christopher,Landry,,,,,F,0,0,79,245,Purdue,Vincennes JC,9/19/1983,Milwaukee,WI,USA,Vincent,Milwaukee,WI,USA,0000-00-00,B
landrma01,Marcus,Marcus,,Landry,,,,,F,0,0,79,230,Wisconsin,,11/1/1985,Milwaukee,WI,USA,Vincent,Milwaukee,WI,USA,0000-00-00,B
lawac01,Acie,Acie,,Law,,,IV,,G,0,0,75,195,Texas A&M,,1/25/1985,Dallas,TX,USA,Kimball,Dallas,TX,USA,0000-00-00,B
leeco01,Courtney,Courtney,,Lee,,,,,G,0,0,77,200,Western Kentucky,,10/3/1985,Indianapolis,IN,USA,Pike,Indianapolis,IN,USA,0000-00-00,B
lopezbr01,Brook,Brook,Robert,Lopez,,,,,C,0,0,84,260,Stanford,,4/1/1988,North Hollywood,CA,USA,San Joaquin Memorial,Fresno,CA,USA,0000-00-00,W
lopezro01,Robin,Robin,Byron,Lopez,,,,,C-F,0,0,84,255,Stanford,,4/1/1988,North Hollywood,CA,USA,San Joaquin Memorial,Fresno,CA,USA,0000-00-00,W
loveke01,Kevin,Kevin,Wesley,Love,,,,,F,0,0,82,260,UCLA,,9/7/1988,Santa Monica,CA,USA,Lake Oswego,Lake Oswego,OR,USA,0000-00-00,W
macklve01,Vernon,Vernon,Leon,Macklin,,,,,F,0,0,82,227,Florida,Georgetown,9/25/1986,Portsmouth,VA,USA,Norcom / Hargrave Military Academy,Portsmouth / Chatham,VA / VA,USA,0000-00-00,B
macksh01,Shelvin,Shelvin,Bernard,Mack,,,,,G,0,0,75,215,Butler,,4/22/1990,Lexington,KY,USA,Bryan Station ,Lexington,KY,USA,0000-00-00,B
mahinia01,Ian,Ian,,Mahinmi,,,,,C,0,0,82,230,none,,11/5/1986,Rouen,,FRA,,,,,0000-00-00,B
martica01,Cartier,Cartier,Alexander,Martin,,,,,F,0,0,79,220,Kansas State,,11/20/1984,Crockett,TX,USA,Nimitz,Houston,TX,USA,0000-00-00,B
matthwe02,Wesley,Wesley,,Matthews,,,Jr.,Wes,G-F,0,0,77,220,Marquette,,10/14/1986,San Antonio,TX,USA,James Madison Memorial,Madison,WI,USA,0000-00-00,B
maughar01,Ariel,Ariel,Leishman,Maughan,,,,Ace,F,0,0,76,190,Utah State,,4/26/1923,Salt Lake City,UT,USA,South Cache,Hyrum,UT,USA,8/4/1997,W
maynoer01,Eric,Eric,Demarqua,Maynor,,,,,G,0,0,75,175,Virginia Commonwealth,,6/11/1987,Raeford,NC,USA,Westover / Hoke County,Fayetteville / Raeford,NC,USA,0000-00-00,B
mcgeeja01,JaVale,JaVale,Lindy,McGee,,,,,C-F,0,0,84,237,Nevada-Reno,,1/19/1988,Flint,MI,USA,Detroit Country Day / Providence Christian / Hales Franciscan,Beverley Hills / Fremont / Chicago,MI / MI / IL,USA,0000-00-00,B
mcguido01,Dominic,Dominic,Rashad,McGuire,,,,,F,0,0,80,210,Fresno State,California,10/20/1985,San Diego,CA,USA,Lincoln,San Diego,CA,USA,0000-00-00,B
mcphepa01,Paul,Paul,L.,McPherson,,,,,G,0,0,74,210,DePaul,Kennedy-King JC / Tallahassee JC,7/3/1978,Chicago,IL,USA,South Shore,Chicago,IL,USA,0000-00-00,B
meeksjo01,Jodie,Jodie,,Meeks,,,,,G,0,0,76,208,Kentucky,,8/21/1987,Norcross,GA,USA,Norcross,Norcross,GA,USA,0000-00-00,B
menyade01,Dewitt,Dewitt,,Menyard,,,,,C,0,0,82,210,Utah,Allen Hancock,5/24/1944,Columbus,OH,USA,Central,South Bend,IN,USA,5/21/2009,B
millspa02,Patrick,Patrick,Sammie,Mills,,,,Patty,G,0,0,72,175,St. Mary's,,8/11/1988,Canberra,,AUS,Marist College,Canberra,,AUS,0000-00-00,B
mingya01,Yao,Yao,,Ming,,,,,C,0,0,89,296,none,,9/12/1980,Shanghai,,CHN,,,,,0000-00-00,O
moonja01,Jamario,Jamario,Raman,Moon,,,,,F,0,0,80,205,Meridian CC,,6/13/1980,Goodwater,AL,USA,Coosa Central,Rockford,AL,USA,0000-00-00,B
mooree_01,E'Twaun,E'Twaun,Donte,Moore,,,,,G,0,0,76,191,Purdue,,2/25/1989,East Chicago,IN,USA,Central,East Chicago,IN,USA,0000-00-00,B
